cabin_id:ID(Cabane),osm_id:long,lat:float,lon:float,name,country_code
12051067130,12051067130,68.3920977,18.7063217,,SE
12052973795,12052973795,69.2120275,19.1213891,,NO
12052977406,12052977406,69.4390866,20.1241557,,NO
12053160606,12053160606,69.5096657,20.212608,,NO
12054014092,12054014092,69.7901925,20.6865655,,NO
12055103445,12055103445,69.8029208,21.1382291,,NO
12055104244,12055104244,69.817318,20.864768,,NO
12055131370,12055131370,69.7927838,20.9402909,,NO
12055278330,12055278330,69.8529658,21.2287764,,NO
12055290275,12055290275,69.8745374,21.2039412,,NO
12056958753,12056958753,69.9064913,21.3277526,,NO
12057004429,12057004429,69.8440555,21.8241568,,NO
12057347849,12057347849,69.938457,22.0519304,,NO
12057361578,12057361578,69.8665718,21.9934792,,NO
12057906746,12057906746,70.0275032,22.0921445,,NO
12059489305,12059489305,70.0282208,22.0292086,,NO
12061023882,12061023882,70.0832561,22.0088156,,NO
12061154058,12061154058,70.0309653,22.1144933,,NO
12065257969,12065257969,69.9706208,23.4410336,,NO
12068472283,12068472283,70.6279918,25.3344698,,NO
12068496426,12068496426,70.6281439,25.3343406,,NO
12071374877,12071374877,69.3858278,20.2588041,,NO
12073300450,12073300450,70.9551606,25.7034747,,NO
12076776126,12076776126,70.998325,25.9680934,,NO
12081631141,12081631141,70.4556748,26.9097863,,NO
12085903283,12085903283,69.9757382,24.9647514,,NO
12085917800,12085917800,70.0517162,25.0108459,,NO
12085922516,12085922516,69.836797,25.0928455,,NO
12085942735,12085942735,70.0607255,25.1231104,,NO
12085945524,12085945524,69.8403755,25.0766969,,NO
12085945973,12085945973,69.9755468,24.9646153,,NO
12091701622,12091701622,68.0919648,13.5069446,,NO
12095419332,12095419332,68.90224,27.0353236,,FI
12095465140,12095465140,68.3347938,27.3322894,,FI
12095469062,12095469062,68.6061988,27.4862889,,FI
12096649820,12096649820,69.4110846,28.3941753,,FI
12100319897,12100319897,68.1010671,27.1213769,,FI
12100355392,12100355392,68.1013704,27.1219477,,FI
12100359084,12100359084,67.5772767,26.7397683,,FI
12100368271,12100368271,67.2941452,26.6908202,,FI
12100371912,12100371912,67.4118349,26.5850888,,FI
12101777786,12101777786,66.963045,27.5047948,,FI
12102829854,12102829854,66.7433039,27.353019,,FI
12102899677,12102899677,66.9034225,27.4458263,,FI
12102913568,12102913568,66.7492388,27.3468754,,FI
12120284265,12120284265,68.8988574,26.9654343,,FI
12125018871,12125018871,70.0538452,22.9844241,,NO
12125018872,12125018872,70.0540091,22.9845174,,NO
12128351818,12128351818,68.0355186,15.3710713,,NO
12133969032,12133969032,69.9720653,23.3839024,,NO
12186891340,12186891340,66.7594035,23.8835673,Hirvaskoski,FI
12186891341,12186891341,66.7488878,23.8909575,Valkeakoski,FI
12191665417,12191665417,67.6299226,26.2369449,Grillikota,FI
12194386063,12194386063,69.69234,29.371485,,NO
12231495241,12231495241,69.9788805,23.2623337,,NO
12231495245,12231495245,69.9791742,23.2623721,,NO
12231495247,12231495247,69.9789718,23.262287,,NO
12269138764,12269138764,69.2186117,19.5583028,,NO
12269220023,12269220023,68.6816875,16.7987521,,NO
12291595673,12291595673,69.0590704,20.7952699,Saanan kota,FI
12346079592,12346079592,66.5947566,24.6768383,,FI
12447430065,12447430065,66.7593366,15.9125689,,SE
12463926279,12463926279,69.7244461,30.8871432,Revebua,NO
12485271142,12485271142,69.6044389,20.5569025,,NO
12550834177,12550834177,70.0405502,20.9998894,,NO
12570838551,12570838551,69.6061415,20.6058497,Turf Hut,NO
12588996750,12588996750,67.4134973,26.5822309,Puolikota,FI
12601261901,12601261901,69.9326227,23.2589825,,NO
12622680467,12622680467,66.7117977,27.3947833,,FI
12630023642,12630023642,66.7646171,28.6660509,Lassin Laavu,FI
12644084475,12644084475,67.8971499,20.9851514,,SE
12644091648,12644091648,67.8929586,21.0055535,,SE
12673772061,12673772061,68.7684982,16.5179186,Landsåsmyra,NO
12734558943,12734558943,67.0079043,19.7262561,,SE
12739559180,12739559180,69.3823664,20.2645843,,NO
12762035802,12762035802,66.625066,20.2330937,,SE
12839768249,12839768249,67.0174318,27.2451638,,FI
12841616568,12841616568,67.4607762,21.786351,,SE
12841616592,12841616592,67.4660053,21.796192,,SE
12849398901,12849398901,68.2189069,14.4797938,Filipstua,NO
12850507401,12850507401,68.2196637,14.468006,,NO
12856098701,12856098701,68.2623284,14.3874393,Botnkoia - Åpen koie,NO
12865287201,12865287201,68.7946251,16.5069008,Folkeparken,NO
12868300901,12868300901,68.7930504,16.4929318,Grunnvatnet,NO
12868308302,12868308302,68.7933649,16.4889214,Utsikten,NO
12870158201,12870158201,68.7950939,16.5037876,Tufteparken,NO
12875273508,12875273508,68.2775606,13.5794432,,NO
12912083877,12912083877,69.7231955,19.8833384,,NO
13007421788,13007421788,68.5944841,16.5904312,,NO
13020817738,13020817738,67.5280353,24.1251169,,FI
13028540457,13028540457,67.2282321,14.6035573,Big bus stop,NO
13033246255,13033246255,67.2896583,14.4627899,,NO
13033528715,13033528715,68.8756188,17.8320482,,NO
13040893650,13040893650,68.5766021,14.6458111,Uværshula,NO
13043215448,13043215448,68.0807711,13.1551382,Gapahauk,NO
13049703678,13049703678,68.1068629,23.3419816,,FI
13056361939,13056361939,68.2441667,13.7845531,,NO
13062386199,13062386199,71.0312066,25.8995835,,NO
13088745740,13088745740,67.1624496,26.921641,Auroralammen puolikota,FI
13130451899,13130451899,69.2473531,17.2124972,,NO
13131564501,13131564501,67.0520746,14.0532469,,NO
13133422473,13133422473,66.8111722,22.1664651,,SE
13135039801,13135039801,69.301671,17.3758837,,NO
13147654602,13147654602,68.4036,18.3924562,,SE
13159621681,13159621681,70.6322051,29.7028011,,NO
13193118201,13193118201,67.0855442,20.3471595,,SE
13236241852,13236241852,67.3532233,26.6757086,Jänkälaavu,FI
13247363701,13247363701,71.0921447,28.1887989,,NO
13260032837,13260032837,69.0412323,15.5079253,Mamelkroken Birdspotting,NO
13272353885,13272353885,68.6597504,27.5459153,,FI
13295680981,13295680981,66.5947491,24.676845,,FI
